Agency_Name,State_Name,District_Name,Tahsil_Name,Station_Name,Latitude,Longitude,Station_Type,Station_Status
CGWB,TELANGANA,JANGAON,JANGAON,KOLUKONDA2010  PZ,17.652866,79.335003,GROUND,INSTALLED
CGWB,TELANGANA,JANAGAON,NA,KOTHAPALLI,17.84796,79.304708,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,CHERIAL,MUTSYALA PZ,17.8981,78.9931,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,ATMAKUR,17.6572,77.9322,GROUND,INSTALLED
CGWB,TELANGANA,JANAGAON,RAGHUNADHAPALLI,NIDIGONDA,17.740517,79.233606,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,NA,RAGHUNATHAPALLE-PZ,17.275666,80.226102,GROUND,INSTALLED
CGWB,TELANGANA,JANAGAON,NA,THATIKONDA  PZ,17.862984,79.302539,GROUND,INSTALLED
CGWB,TELANGANA,JANAGAON,LINGALA GHANPUR,WADICHARLA,17.6603,79.2372,GROUND,INSTALLED
CGWB,TELANGANA,KUMURAMBHEEM ASIFABAD,KERAMERI,DHANORA,19.438396,79.135087,GROUND,INSTALLED
CGWB,TELANGANA,JAYASHANKAR BHUPALPALLY,CHITYAL,CHITYAL2,18.334419,79.679673,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,RAMPUR,17.9924,78.7041,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,NANGANUR,18.0665,79.0461,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,MEDINIPUR,17.904376,78.806176,GROUND,INSTALLED
CGWB,TELANGANA,MULUGU,VENKATAPUR,LAKSHMIDEVPET-PZ,18.2969,79.9628,GROUND,INSTALLED
CGWB,TELANGANA,JAYASHANKAR BHUPALPALLY,NA,MAHADEVPUR1,18.729759,79.979717,GROUND,INSTALLED
CGWB,TELANGANA,MULUGU,MANGAPET,MANGAPETA,18.251833,80.511262,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,WARGAL,17.773884,80.5111,GROUND,INSTALLED
CGWB,TELANGANA,MULUGU,GOVINDARAOPET,PROJECTNAGAR-1,18.24635,80.191849,GROUND,INSTALLED
CGWB,TELANGANA,MULUGU,GOVINDRAOPET,PROJECTNAGAR-2,18.246345,80.191856,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,GAJWEL,17.8438,78.6921,GROUND,INSTALLED
CGWB,TELANGANA,JOGULAMBA GADWAL,ALAMPUR,ALAMPUR X ROAD,15.9147,78.0183,GROUND,INSTALLED
CGWB,TELANGANA,JOGULAMBA GADWAL,ALAMPUR,ALAMPUR-AQ-I,15.8792,78.1256,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,NERREDA AQ-1,17.14161,80.23731,GROUND,INSTALLED
CGWB,TELANGANA,KAMAREDDY,KAMAREDDY,BICHKONDA-PZ,18.400079,77.725084,GROUND,INSTALLED
CGWB,TELANGANA,KAMAREDDY,KAMAREDDY,KAMAREDDY PZ,18.338943,78.316353,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,CHINNAKODUR,18.161667,78.96611,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,JATAPROLE,16.0561,78.2108,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,DOMMATA,17.976312,78.979925,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,BURUGUPALLI,18.631083,79.031339,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,THUTIKUNTLA AQ-2,17.10385,80.283437,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,THUTIKUNTLA AQ-1,17.10372,80.283558,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,CHIGURUMAMIDI-PZ,18.24049,79.203357,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,CHINTAKUNTA  PZ,18.442042,79.094064,GROUND,INSTALLED
CGWB,TELANGANA,JANGAON,JANGAON,YELLAMALLA AQ-2,17.703314,79.116057,GROUND,INSTALLED
CGWB,TELANGANA,RANGAREDDY,RANGAREDDY,SHABAD,17.162243,78.133315,GROUND,INSTALLED
CGWB,TELANGANA,RAJANNA SIRCILLA,NA,MANALA,18.628001,78.627611,GROUND,INSTALLED
CGWB,TELANGANA,RAJANNA SIRCILLA,NA,MARRIGUDA,18.5458,78.786892,GROUND,INSTALLED
CGWB,TELANGANA,RAJANNA SIRCILLA,NA,VILASAGAR,18.47167,78.9614,GROUND,INSTALLED
CGWB,TELANGANA,JAYASHANKAR BHUPALPALLY,KATARAM,KATARAM -PZ 3,18.63936,79.951342,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,HUSNABAD,KATKUR,18.04233,79.23827,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,KONDAPALAKAL,18.373225,79.29115,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,KOTHAPALLI  PZ,18.508336,79.077291,GROUND,INSTALLED
CGWB,TELANGANA,RAJANNA SIRCILLA,NA,MUSTABAD,18.28056,78.7185,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,LAKSHMIPUR  PZ,18.44492,79.2834,GROUND,INSTALLED
CGWB,TELANGANA,RAJANNA SIRCILLA,NA,BOINAPALLY,18.47167,78.9614,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,MAGDUMPUR  PZ,18.47473,79.20874,GROUND,INSTALLED
CGWB,TELANGANA,PEDDAPALLI,MANTHANI,MANTHANI-2,18.652127,79.670152,GROUND,INSTALLED
CGWB,TELANGANA,PEDDAPALLI,MANTHANI,MANTHANI-3,18.6525,79.6694,GROUND,INSTALLED
CGWB,TELANGANA,JAGITIAL,MEDIPALLY,MEDIPALLE,18.800404,78.805097,GROUND,INSTALLED
CGWB,TELANGANA,HANUMAKONDA,BHEEMADEVARAPALLLY,MULUKNUR PZ,18.092047,79.368041,GROUND,INSTALLED
CGWB,TELANGANA,JAGITYAL,NA,MUNJAMPALLI,18.77805,79.271779,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,PALLIPADU,17.20321,80.32322,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,NUSTULAPUR PZ1,18.31864,79.177989,GROUND,INSTALLED
CGWB,TELANGANA,JAGTIAL,JAGTIAL,POLOSA,18.83905,78.947604,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,RENUKUNTA  PZ,18.291084,79.123624,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,KOHEDA,SAMUDRALA 2010PZ,18.1097,79.115,GROUND,INSTALLED
CGWB,TELANGANA,KARIMNAGAR,KARIMNAGAR,TATIPALLI  PZ,18.698212,78.975515,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,THIRUMALAPUR  PZ,17.31186,80.03791,GROUND,INSTALLED
CGWB,TELANGANA,PEDDAPALLE,PEDDAPALLE,MUTHARAM -PZ,18.50461,79.62845,GROUND,INSTALLED
CGWB,TELANGANA,WARANGAL,WARANGAL,GUNDRAPALLI,17.787016,79.81524,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,RAMANNAPETA,17.2907,80.14143,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,RAHATHNAGAR,18.64936,78.538285,GROUND,INSTALLED
CGWB,TELANGANA,RAJANNA SIRCILLA,NA,VENKATRAOPALLY 2010PZ,18.435574,78.958911,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,PANDIMADUGU,18.550715,78.536076,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,BABANAGAR,18.710461,78.481213,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,DICHPALLI-PZ(GANNARAM),18.529929,78.244009,GROUND,INSTALLED
CGWB,TELANGANA,BHADRADRI KOTHAGUDEM,NA,KOTHAGUDEM-PZ 1,17.575102,80.631786,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,MADHARAM-PZ,17.54282,80.22654,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,PERKET,18.793704,78.31606,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,NIZAMABAD -2,18.659241,78.116943,GROUND,INSTALLED
CGWB,TELANGANA,KUMURAMBHEEM ASIFABAD,NA,JAINOOR- PZ,19.376751,78.906627,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBABAD,MAHABUBABAD,AMANGAL  PZ,17.593465,79.90997,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,ANNARAM,18.956204,78.201015,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,MUPKAL,18.909562,78.35799,GROUND,INSTALLED
CGWB,TELANGANA,MAHBUBNAGAR,PEBBAIR,AYYAVARIPALLI,16.1289,78.0306,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,INAYATH NAGAR,18.710274,78.553217,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,TADAPAKAL,16.6339,77.9894,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,NANDIPET,16.7475,78.1447,GROUND,INSTALLED
CGWB,TELANGANA,RANGA REDDY,NA,KADTHAL,16.976571,78.501514,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBNAGAR,ADDAKAL,KANDUR-AQ-I,16.5567,77.96,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,MAHABUBNAGAR,16.7514,78.0003,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,LAKHORA,16.5106,77.5025,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,NACHARLA,16.906555,77.850488,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBNAGAR,BALANAGAR,PEDDAREVALLI-PZ,16.904388,78.261043,GROUND,INSTALLED
CGWB,TELANGANA,NIRMAL,NIRMAL,RAJURA,16.5664,77.9408,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,TIRTHALA,16.5158,78.3597,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,CHINNAMPALLI,16.8906,78.4133,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,CHINTAPALLI,16.4464,78.7542,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBNAGAR,BALANAGAR,BALANAGAR 2012PZ,16.9447,78.1778,GROUND,INSTALLED
CGWB,TELANGANA,JOGULAMBA,JOGULAMBA,BEECHPALLY-PZ,16.1603,77.9286,GROUND,INSTALLED
CGWB,TELANGANA,MAHBUBNAGAR,NA,CHAGAPUR-PZ,16.0342,77.8344,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,KURAMAPALLI,16.8869,78.794866,GROUND,INSTALLED
CGWB,TELANGANA,RANGAREDDY,NA,GANTLAVELLI-PZ,16.995,78.2467,GROUND,INSTALLED
CGWB,TELANGANA,WANAPARTHY,NA,GOPALPET-PZ,16.3847,78.1447,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,MADHARAM,16.669712,78.368995,GROUND,INSTALLED
CGWB,TELANGANA,WANAPARTHY,PANGAL,KETHEPALLI,16.1961,78.1594,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,SAINPET,16.304965,78.462335,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,MANNAUR-PZ,16.3739,78.7714,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,BIJINAPALLY,MANGANUR,16.5822,78.1558,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,UPPUNUNTHALA,16.3739,78.7714,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,CHINNABHEERAVALI,17.04224,80.31891,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,KODAIR,NARSAIAHPALLI,16.181347,78.242745,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,PEDDA MULGERA-PZ 1,16.6569,78.0739,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,LINGALA,16.6569,78.0739,GROUND,INSTALLED
CGWB,TELANGANA,WANAPARTHY,WANAPARTHY,PEDDADAGADA,16.0503,78.1644,GROUND,INSTALLED
CGWB,TELANGANA,MAHBUBNAGAR,NA,POLKAMPALLI,16.5744,78.5631,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,TARNIKAL,16.645704,78.437205,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,URKONDA,URUKONDA,16.7281,78.4089,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,SINGAIPALLE,16.301855,78.199474,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,MUSTHIKUNTLA,17.043593,80.22995,GROUND,INSTALLED
CGWB,TELANGANA,RANGA REDDY,AMANGAL,VITHAYAPALLI,16.8822,78.5283,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,MAHASAMUDHRAM,16.2199,78.3085,GROUND,INSTALLED
CGWB,TELANGANA,MANCHERIAL,MANCHERIAL,BHIMINI -PZ 1,19.195912,79.580241,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,ALIPUR,16.462379,78.172776,GROUND,INSTALLED
CGWB,TELANGANA,MANCHERIAL,MANCHERIAL,DANDEPALLY-PZ,19.004302,79.144504,GROUND,INSTALLED
CGWB,TELANGANA,MANCHERIAL,MANCHERIAL,JANNARAM - PZ,19.116348,79.010458,GROUND,INSTALLED
CGWB,TELANGANA,MANCHERIAL,MANCHERIAL,MANCHERIAL -PZ- 2,18.894729,79.448547,GROUND,INSTALLED
CGWB,TELANGANA,MULUGU,MULUGU,KATAPURAM,18.162306,80.400668,GROUND,INSTALLED
CGWB,TELANGANA,BHADRADRI KOTHAGUDEM,NA,GUTTAGUDEM,17.47154,80.87698,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,AVANCHA,17.7244,78.2503,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,BODAGATTU,18.051531,77.975562,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,CHALKI,17.9086,77.6833,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,DEVYANAYAK TANDA,18.260715,77.599568,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,DIGWAL-PZ,17.6628,77.7133,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,HATHNUR,17.7552,78.1651,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,KALLAKAL,17.7083,78.4761,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,KAUDIPALLE-PZ,17.9014,78.2078,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,KULCHARAM-PZ,17.9564,78.1914,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,LAXMISAGAR,17.7578,78.0414,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,WADIYARAM,17.9573,78.4649,GROUND,INSTALLED
CGWB,TELANGANA,YADADRI,YADADRI,SALAVARI AQ-1,17.5275,78.1747,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,PEDDAREDDYPET-PZ,17.7683,77.9572,GROUND,INSTALLED
CGWB,TELANGANA,YADADRI,YADADRI,WANKAMAMIDI AQ-1,17.356228,78.882507,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,"PZ OF AQ-I, AT-REDDYPALLI",17.78,78.25861,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,"PZ OF AQ-II, IMD MEDAK",18.0528,78.2739,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,RAIKODE-PZ,17.8333,77.7497,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,RAJIPET-PZ,17.8322,78.2608,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,RAMAYAMPET,RAMAYAMPET-PZ,18.114341,78.427408,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,REGODE,17.975,77.8456,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,PEDDAGUNDAVALLY,18.159,78.7032,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,IRKODE,18.108323,78.792725,GROUND,INSTALLED
CGWB,TELANGANA,SANGAREDDY,SANGAREDDY,WANGADA,18.1256,77.6767,GROUND,INSTALLED
CGWB,TELANGANA,MEDCHAL-MALKAJGIRI,SHAMIRPET,ALIABAD,17.625878,78.59024,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,BASWAPUR,17.3664,78.5597,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,RAJGOPALPET,18.0917,78.5002,GROUND,INSTALLED
CGWB,TELANGANA,MEDCHAL-MALKAJGIRI,MALKAJGIRI,LALAGUDA-PZ,17.44058,78.528728,GROUND,INSTALLED
CGWB,TELANGANA,MEDCHAL-MALKAJGIRI,MEDCHAL,MEDCHAL1,17.6355,78.4756,GROUND,INSTALLED
CGWB,TELANGANA,MEDCHAL-MALKAJGIRI,MALKAJGIRI,MOULALI-PZ,17.456443,78.554238,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,GUDIKANDULA,18.0531,78.7262,GROUND,INSTALLED
CGWB,TELANGANA,MEDCHAL-MALKAJGIRI,UPPAL,UPPAL,17.402342,78.561091,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,GANESHPALLI,17.803094,78.747637,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,AMARABAD-AQ-I,16.3747,78.82,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,PAMULAPARTHY,17.7708,78.6914,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,KRISHNAPURAM (VANAMA)-AQ-1,17.11633,80.136786,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,TUNIKI BOLARAM,17.7295,78.5826,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,KALWAKURTHY- AQ-I,16.6742,78.4858,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,KOLLAPUR,KOLLAPUR-AQ-I,16.107395,78.307475,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,MEDIAPLLI,18.163226,78.963086,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,KRISHNAPURAM (VANAMVARI)-AQ-1,17.116276,80.136873,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,BIJINAPALLY,MAMAIPALLI- AQ-I,16.4733,78.1672,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,ACHAMPET,NADIMPALLI- AQ-I,16.4153,78.685,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,NAGARKARNUL- AQ-I,16.4886,78.3106,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,PEDDAKOTHAPALLE,PEDDA KOTHAPALLY-PZ,16.2922,78.3581,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,PEDDA MUDNUR - AQ-I,16.389722,78.357778,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,TELKAPALLI- AQ-I,16.449537,78.451824,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,THIMMAJIPET,THIMMAJIPET-PZ,16.67045,78.192629,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,UPPUNTALA - AQ-I,16.457961,78.596608,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,VANGUR-PZ,16.613202,78.621267,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,BIJINAPALLY,VATEM- AQ-I,16.5914,78.2158,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBABAD,MAHABUBABAD,MARRIPEDA,17.389949,79.89356,GROUND,INSTALLED
CGWB,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,VENKESHWARAM-AQ-I,16.4278,78.9128,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,AJILAPURAM,16.98232,78.804935,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,MARRIGUDA,ANTAMPET-PZ2,17.03228,78.891671,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,MARRIGUDA,ANTAMPET-PZ-I,17.03247,78.8917,GROUND,INSTALLED
CGWB,TELANGANA,SURYAPET,ATMAKUR_S,BALWEMLA,17.21026,79.59549,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,BODANGIPARTHY-2,17.0887,79.0447,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,KETHEPALLY,BOPARAM-PZ,17.21704,79.50727,GROUND,INSTALLED
CGWB,TELANGANA,SURYAPET,SURYAPET,TIRUMALGIRI - PZ,17.4786,79.43393,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBABAD,MAHABUBABAD,VANTEDUPULA,17.457004,79.78808,GROUND,INSTALLED
CGWB,TELANGANA,SURYAPET,SURYAPET,MOTHEY - PZ,17.170654,78.925,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,GUNDLAPALLY,G.PALLI(DINDI)       -PZ,16.55281,78.68652,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,GHATTUPAL AQ-II,17.07374,78.919386,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,GURRAMPODE,16.809021,79.185316,GROUND,INSTALLED
CGWB,TELANGANA,WANAPARTHY,WANAPARTHY,THADAPARTHY,16.381327,78.109566,GROUND,INSTALLED
CGWB,TELANGANA,WANAPARTHY,WANAPARTHY,PALEM AQ-1,16.4206,77.94,GROUND,INSTALLED
CGWB,TELANGANA,SURYAPET,ATMAKUR_S,KANDAGATLA-PZ2,17.2648,79.62819,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,KETHEPALLI,17.1597,79.50806,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,KISTAPURAM,16.831947,79.60556,GROUND,INSTALLED
CGWB,TELANGANA,WANAPARTHY,WANAPARTHY,RAMANPADU,16.359167,77.863611,GROUND,INSTALLED
CGWB,TELANGANA,YADADRI,YADADRI,NAGARAM- AQ-1,17.356909,79.03018,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,MADUGULA PALLI-PZ,16.97039,79.4623,GROUND,INSTALLED
CGWB,TELANGANA,MAHABUBABAD,MAHABUBABAD,PENUGONDA,17.6695,79.9786,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,MIRYALAGUDA,MIRYALAGUDA-    PZ,16.87457,79.56763,GROUND,INSTALLED
CGWB,TELANGANA,KHAMMAM,KHAMMAM,THIRUMALAYAPAELM,17.0773,79.0837,GROUND,INSTALLED
CGWB,TELANGANA,YADADRI,VALIGONDA,NAGARAM- AQ-II,17.356918,79.030236,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,NARAMMAGUDEM,16.7707,79.4448,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,PEDDADEVULAPALLI-PZ,16.8819,79.4708,GROUND,INSTALLED
CGWB,TELANGANA,YADADRI,YADADRI,RUSTAPUR,17.584231,78.8583,GROUND,INSTALLED
CGWB,TELANGANA,SURYAPET,SURYAPET,SURYAPET-PZ,17.1439,79.630727,GROUND,INSTALLED
CGWB,TELANGANA,SURYAPET,SURYAPET,SURYAPET-PZ2,17.1433,79.6236,GROUND,INSTALLED
CGWB,TELANGANA,NALGONDA,NALGONDA,GURRAMPODE,17.4722,79.4292,GROUND,INSTALLED
CGWB,TELANGANA,BHADRADRI KOTHAGUDEM,NA,YELLANDHU,16.8328,79.4741,GROUND,INSTALLED
CGWB,TELANGANA,JANGAON,JANGAON,RAGHUNATHAPALLE-PZ,19.5004,78.6623,GROUND,INSTALLED
CGWB,TELANGANA,NIRMAL,KUNTALA,KALLUR,19.10427,78.103693,GROUND,INSTALLED
CGWB,TELANGANA,KUMURAMBHEEM ASIFABAD,NA,DEVAPUR,19.461295,79.032743,GROUND,INSTALLED
CGWB,TELANGANA,NIRMAL,NIRMAL,SARANGAPUR-PZ,19.216451,78.25158,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,ARGUL,18.747361,78.278409,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,ARMUR-PZ,18.793704,78.31606,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,BABANAGAR,18.637365,78.425019,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,BALKONDA,18.8719,78.3419,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,BALKONDA1,18.871934,78.345028,GROUND,INSTALLED
CGWB,TELANGANA,NIRMAL,NIRMAL,BASAR - PZ,18.872214,77.945087,GROUND,INSTALLED
CGWB,TELANGANA,MAHBUBNAGAR,NA,CHINNAKODAPAGAL-PZ,18.25102,77.803931,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,DHARMORA,18.864923,78.426064,GROUND,INSTALLED
CGWB,TELANGANA,SIDDIPET,SIDDIPET,GURRALAGUNDE,18.2108,78.8255,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,DICHPALLI-PZ,18.529929,78.244009,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,INDALWAI,GANNARAM,18.5299,78.244,GROUND,INSTALLED
CGWB,TELANGANA,BHADRADRI KOTHAGUDEM,NA,SUDIMALA-AQ-1,17.58494,80.35323,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,KHAZIPUR,18.678698,77.794385,GROUND,INSTALLED
CGWB,TELANGANA,MEDAK,MEDAK,SHIVAMPET,18.5,77.6167,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,MOSRA-PZ,18.614064,77.977693,GROUND,INSTALLED
CGWB,TELANGANA,NIZAMABAD,NIZAMABAD,MOTHEY-PZ,18.730335,78.426146,GROUND,INSTALLED
